ID,Round Duration,Error Count,Total Eye Interactables
16,11.785033530877545,7,12
16,15.36926771706461,3,12
16,15.519765588496847,0,12
16,16.56364574355462,7,12
16,12.526098578243836,3,12
16,12.359086773831446,5,12
16,16.043883131233795,7,12
16,15.593969346466372,3,12
16,15.500985700691754,2,12
16,15.692896418993952,8,12
