FileName_UserNumber,FolderName,Average Round Duration,Gross Error Rate
1.csv_1,Eye_Gaze_Hands,15.9934283060225,4
1.csv_1,Eye_Gaze_Hands,16.2953770762014,2
1.csv_1,Eye_Gaze_Hands,18.0460597128161,1
10.csv_10,Eye_Gaze_Hands,14.3028,3
10.csv_10,Eye_Gaze_Hands,12.43131,1
10.csv_10,Eye_Gaze_Hands,12.92966,1
11.csv_11,Eye_Gaze_Hands,15.7227912110168,4
11.csv_11,Eye_Gaze_Hands,18.0760731329319,6
11.csv_11,Eye_Gaze_Hands,14.9283479217801,6
12.csv_12,Eye_Gaze_Hands,12.2025182367883,2
12.csv_12,Eye_Gaze_Hands,14.4836304029273,4
12.csv_12,Eye_Gaze_Hands,15.9219112308406,0
13.csv_13,Eye_Gaze_Hands,14.3145709669465,0
13.csv_13,Eye_Gaze_Hands,13.3954454615568,7
13.csv_13,Eye_Gaze_Hands,14.677428576668,0
14.csv_14,Eye_Gaze_Hands,17.8670309745798,4
14.csv_14,Eye_Gaze_Hands,17.1315874170986,3
14.csv_14,Eye_Gaze_Hands,10.0024817167226,1
15.csv_15,Eye_Gaze_Hands,16.7750232288325,1
15.csv_15,Eye_Gaze_Hands,14.4601324618486,2
15.csv_15,Eye_Gaze_Hands,15.1312983162225,3
16.csv_16,Eye_Gaze_Hands,11.7850335308775,7
16.csv_16,Eye_Gaze_Hands,15.3692677170646,3
16.csv_16,Eye_Gaze_Hands,15.5197655884968,0
2.csv_2,Eye_Gaze_Hands,16.55341,6
2.csv_2,Eye_Gaze_Hands,14.2846,4
2.csv_2,Eye_Gaze_Hands,12.6148,4
3.csv_3,Eye_Gaze_Hands,12.91588,3
3.csv_3,Eye_Gaze_Hands,11.87455,1
3.csv_3,Eye_Gaze_Hands,13.99255,5
4.csv_4,Eye_Gaze_Hands,22.96513,0
4.csv_4,Eye_Gaze_Hands,22.70432,2
4.csv_4,Eye_Gaze_Hands,15.93953,2
5.csv_5,Eye_Gaze_Hands,14.34269,0
5.csv_5,Eye_Gaze_Hands,13.65171,1
5.csv_5,Eye_Gaze_Hands,16.67652,0
6.csv_6,Eye_Gaze_Hands,13.71021,2
6.csv_6,Eye_Gaze_Hands,13.30829,1
6.csv_6,Eye_Gaze_Hands,16.03967,0
7.csv_7,Eye_Gaze_Hands,15.2218451794197,0
7.csv_7,Eye_Gaze_Hands,14.4166125004134,3
7.csv_7,Eye_Gaze_Hands,13.7965867755412,1
8.csv_8,Eye_Gaze_Hands,15.1333145570172,4
8.csv_8,Eye_Gaze_Hands,14.6474286761485,1
8.csv_8,Eye_Gaze_Hands,17.4017855438991,2
9.csv_9,Eye_Gaze_Hands,13.7530452100301,2
9.csv_9,Eye_Gaze_Hands,11.983693420905,0
9.csv_9,Eye_Gaze_Hands,17.1992939515696,2
1.csv_1,Neuro_Gaze,31.97216,1
1.csv_1,Neuro_Gaze,29.58683,0
1.csv_1,Neuro_Gaze,25.2082,0
10.csv_10,Neuro_Gaze,33.1432,1
10.csv_10,Neuro_Gaze,36.93729,0
10.csv_10,Neuro_Gaze,36.32389,0
11.csv_11,Neuro_Gaze,22.70405,0
11.csv_11,Neuro_Gaze,20.29213,2
11.csv_11,Neuro_Gaze,26.94828,0
12.csv_12,Neuro_Gaze,22.31244,0
12.csv_12,Neuro_Gaze,31.10075,1
12.csv_12,Neuro_Gaze,23.94973,0
13.csv_13,Neuro_Gaze,31.66554,1
13.csv_13,Neuro_Gaze,23.56312,0
13.csv_13,Neuro_Gaze,32.36418,2
14.csv_14,Neuro_Gaze,27.70915,0
14.csv_14,Neuro_Gaze,31.59748,1
14.csv_14,Neuro_Gaze,33.05642,2
15.csv_15,Neuro_Gaze,32.73227,2
15.csv_15,Neuro_Gaze,22.68344,0
15.csv_15,Neuro_Gaze,20.81545,1
15.csv_15,Neuro_Gaze,25.42308,1
15.csv_15,Neuro_Gaze,24.13101,0
15.csv_15,Neuro_Gaze,27.95,1
15.csv_15,Neuro_Gaze,24.58878,0
15.csv_15,Neuro_Gaze,24.56712,1
15.csv_15,Neuro_Gaze,21.67612,2
15.csv_15,Neuro_Gaze,23.74849,0
16.csv_16,Neuro_Gaze,23.34937,1
16.csv_16,Neuro_Gaze,27.84745,2
16.csv_16,Neuro_Gaze,28.26052,2
2.csv_2,Neuro_Gaze,27.97216,1
2.csv_2,Neuro_Gaze,29.58683,0
2.csv_2,Neuro_Gaze,28.2082,1
3.csv_3,Neuro_Gaze,40.97379,0
3.csv_3,Neuro_Gaze,23.69742,0
3.csv_3,Neuro_Gaze,41.72104,1
4.csv_4,Neuro_Gaze,25.75308,2
4.csv_4,Neuro_Gaze,23.45956,1
4.csv_4,Neuro_Gaze,41.73496,1
5.csv_5,Neuro_Gaze,32.68312,2
5.csv_5,Neuro_Gaze,22.13629,2
5.csv_5,Neuro_Gaze,35.99358,2
6.csv_6,Neuro_Gaze,68.4381,3
6.csv_6,Neuro_Gaze,73.60508,4
6.csv_6,Neuro_Gaze,49.2201,4
7.csv_7,Neuro_Gaze,41.4381,3
7.csv_7,Neuro_Gaze,43.60508,4
7.csv_7,Neuro_Gaze,49.2201,4
8.csv_8,Neuro_Gaze,30.1432,0
8.csv_8,Neuro_Gaze,32.93729,0
8.csv_8,Neuro_Gaze,29.32389,0
9.csv_9,Neuro_Gaze,35.1432,0
9.csv_9,Neuro_Gaze,42.93729,2
9.csv_9,Neuro_Gaze,39.32389,0
1.csv_1,VR_Controllers,7.86582518200148,4
1.csv_1,VR_Controllers,7.84838649269582,3
1.csv_1,VR_Controllers,7.8506643138509,0
10.csv_10,VR_Controllers,8.996142,0
10.csv_10,VR_Controllers,8.774162,0
10.csv_10,VR_Controllers,9.026686,0
11.csv_11,VR_Controllers,7.14246358246487,1
11.csv_11,VR_Controllers,7.1095320419432,0
11.csv_11,VR_Controllers,8.61872376222379,0
12.csv_12,VR_Controllers,8.56997732388532,2
12.csv_12,VR_Controllers,8.77816971495566,1
12.csv_12,VR_Controllers,8.08044817173517,4
13.csv_13,VR_Controllers,7.87700275470532,1
13.csv_13,VR_Controllers,7.57227741772362,0
13.csv_13,VR_Controllers,7.62706480334266,3
14.csv_14,VR_Controllers,7.30706127547296,3
14.csv_14,VR_Controllers,8.98713328745508,1
14.csv_14,VR_Controllers,8.4511067754212,3
15.csv_15,VR_Controllers,8.39362550737675,1
15.csv_15,VR_Controllers,7.00715877812616,3
15.csv_15,VR_Controllers,8.05522447447526,0
16.csv_16,VR_Controllers,7.91279151648877,3
16.csv_16,VR_Controllers,8.42416003120455,2
16.csv_16,VR_Controllers,8.24807060085021,1
2.csv_2,VR_Controllers,7.686588,2
2.csv_2,VR_Controllers,7.365291,2
2.csv_2,VR_Controllers,8.214407,6
3.csv_3,VR_Controllers,9.062398,4
3.csv_3,VR_Controllers,7.626289,1
3.csv_3,VR_Controllers,7.822935,0
4.csv_4,VR_Controllers,10.13552,0
4.csv_4,VR_Controllers,9.896711,1
4.csv_4,VR_Controllers,10.94395,0
5.csv_5,VR_Controllers,15.66433,1
5.csv_5,VR_Controllers,17.63568,1
5.csv_5,VR_Controllers,14.90766,2
6.csv_6,VR_Controllers,12.61269,1
6.csv_6,VR_Controllers,10.20179,0
6.csv_6,VR_Controllers,11.92529,1
7.csv_7,VR_Controllers,8.11227581625396,2
7.csv_7,VR_Controllers,7.04311982565236,2
7.csv_7,VR_Controllers,8.80518909986089,3
8.csv_8,VR_Controllers,7.32542945456128,4
8.csv_8,VR_Controllers,7.98475850275504,1
8.csv_8,VR_Controllers,7.42181440090901,1
9.csv_9,VR_Controllers,7.64807926196461,4
9.csv_9,VR_Controllers,7.80870002998286,1
9.csv_9,VR_Controllers,7.05747601349636,0
17.csv_17,Eye_Gaze_Hands,16.0167224805307,1
17.csv_17,Neuro_Gaze,26.5626044283079,1
17.csv_17,VR_Controllers,10.7804756048232,1
18.csv_18,Eye_Gaze_Hands,15.5676566632476,2
18.csv_18,Neuro_Gaze,37.8692886350468,0
18.csv_18,VR_Controllers,10.5988911633004,1
19.csv_19,Eye_Gaze_Hands,16.9137937869598,3
19.csv_19,Neuro_Gaze,34.2718907708057,1
19.csv_19,VR_Controllers,9.03536564572623,2
20.csv_20,Eye_Gaze_Hands,13.4237658920439,2
20.csv_20,Neuro_Gaze,26.1702604576131,0
20.csv_20,VR_Controllers,11.1119969960533,2
