Question,Statistic,P-Value
Q3_1,14.62499999999999,0.0006671470977542708
Q3_2,14.36363636363633,0.0007602842497212225
Q3_3,1.3157894736842044,0.51794058874543
Q3_4,3.7916666666666665,0.15019312194656606
Q3_5,11.399999999999993,0.003345965457471284
Q3_6,7.085714285714266,0.028930550171003586
