Eye_Gaze_Hands,Neuro_Gaze,VR_Controllers
16.7782883650133,28.9223966666667,7.8549586628494
13.2212566666667,27.4681266666667,8.93233
16.2424040885763,23.31482,7.62357312887729
14.2026866235187,25.78764,8.47619840352538
14.1291483350571,29.1976133333333,7.29211499192387
15.0003667028003,30.7876833333333,8.24843377944974
15.4554846689679,24.831576,7.81866958665939
14.2246889454796,26.48578,8.19500738284784
14.48427,28.5890633333333,7.75542866666667
12.92766,25.4640833333333,8.17054066666667
20.5363266666667,30.3158666666667,10.3253936666667
14.8903066666667,30.2709966666667,16.0692233333333
14.3527233333333,36.7544266666667,11.5799233333333
14.4783481517914,24.7544266666667,7.98686158058907
15.7275095923549,30.80146,7.57733411940844
14.3120108608349,39.1347933333333,8.50475176848128
16.0188336250499,33.8269953569105,10.1284784159001
14.4791943395906,23.0473906904918,11.2203138891244
14.2587824825042,33.6933900494548,13.2801872261812
14.7046038657555,31.2425601832741,7.92061828015951
